Event;Result;UTCDate;UTCTime;WhiteElo;BlackElo;ECO;Opening;TimeControl;Termination;Moves
Rated Bullet game;1-0;2012.12.31;23:18:51;1849;1728;A43;Old Benoni Defense;60+0;Time forfeit;d4 c5 c4 cxd4 Qxd4 Nc6 Qd1 g6 a3 Bg7 Nf3 d6 Bg5 Nf6 Nc3 Qb6 Qc2 O-O e3 Bf5 Bd3 Bxd3 Qxd3 Qxb2 O-O Qb6 Nd5 Nxd5 Rab1 Qa6 Qxd5 Rac8 Nd4 Nxd4 exd4 Qxc4 Qxc4 Rxc4 Bxe7 Re8 Bxd6 Bxd4 Rbd1 Bb6 Bb4 Re2 h3 Rcc2 Be1 Ra2 Rd7 Rxa3 Rxb7 Raa2 Rb8+ Kg7 Bc3+ Kh6 Be1 f5 Rf8 Kg7 Re8 g5 Rxe2 Rxe2 g3 Kf6 Kg2 h5 Bc3+ Ke6 Re1 Rxe1 Bxe1 Ke5 f3 Bd4 Bd2 a6 f4+
Rated Blitz game;0-1;2012.12.31;23:19:01;1440;1502;C55;Italian Game: Two Knights Defense, Modern Bishop's Opening;420+0;Time forfeit;e4 e5 Nf3 Nc6 Bc4 Nf6 d3 h6 O-O Bc5 h3 d6 Nc3 Nd4 Nd5 Nxd5 exd5 c6 a3 cxd5 Bxd5 Be6 Bxb7 Rb8 Ba6 O-O c3 Nf5 d4 exd4 cxd4 Bb6 Be3 d5 Ne5 Nxe3 fxe3 Qg5 Qf3 f6 Ng4 Bc7 b4 Bxg4 hxg4 Qh4 Qxd5+ Kh8 Qh5 Qg3 Qh3 Rbe8 Qxg3 Bxg3 Rf3 Bh4 g3 Bg5 Re1 Re6 Bd3 Rfe8 e4 Rc8 e5 Bd2 Re2 Bc3 exf6 Bxd4+ Kh2 Rxe2+ Bxe2 Bxf6 a4 Rc2 Rf2 Bd4 Rf8+ Kh7 Re8 Bc3 Kh3 Bxb4 Bd3+ g6 Bxc2 a5 Kh4 Kg7 g5 h5 g4 hxg4 Kxg4 Kf7 Rc8 Bd2
Rated Classical game;1-0;2012.12.31;23:19:27;1548;1415;C21;Center Game #2;480+8;Checkmate;e4 e5 d4 Qf6 dxe5 Qxe5 Qe2 Nf6 Nf3 Qxe4 Qxe4+ Nxe4 Nbd2 Nxd2 Bxd2 g6 Bc3 Rg8 Ng5 Bg7 Bxg7 Rxg7 O-O-O b6 Re1+ Kf8 Be2 Bb7 Bf3 Bxf3 Nxf3 f6 Nd4 Nc6 Nxc6 dxc6 Re6 Re8 Rxf6+ Kg8 Rxc6 Re2 Rf1 Rd7 b3 Rdd2 Rd1 Rxd1+ Kxd1 Rxf2 Rxc7 Rxg2 Rxa7 Rxh2 Rb7 g5 Rxb6 g4 Rb4 g3 Rg4+ Kh8 Rxg3 Rh1+ Kd2 h5 c4 h4 Re3 h3 c5 Kg7 c6 Kg6 c7 Kg5 c8=Q h2 Qh3 Kf6 Qf3+ Kg6 Qxh1 Kf5 Qxh2 Kf6 Qf2+ Kg5 Rg3+ Kh4 Qh2#
Rated Bullet game;0-1;2012.12.31;23:20:14;1561;1503;B06;Robatsch (Modern) Defense;60+0;Time forfeit;e4 g6 d4 Bg7 c3 e6 Bd3 f5 exf5 gxf5 Nf3 Qf6 Bg5 Qg6 O-O h6 Bf4 Nf6 Bxc7 Nc6 Be5 O-O Nh4 Qg5 Nf3 Qh5 Be2 Ng4 Bg3 Rf6 Be5 Rg6 Bxg7 Rxg7 h3 Nf6 Ne5 Qe8 Nxc6 dxc6 Bf3 Nd5 c4 Bd7 c5 b6 Bxd5 Rb8
Rated Blitz game;0-1;2012.12.31;23:20:40;1489;1561;C23;Bishop's Opening: Philidor Counterattack;300+3;Resignation;e4 e5 Bc4 c6 Nf3 d5 exd5 cxd5 Bb3 Nc6 Ba4 Bd6 O-O e4 Re1 Nf6 d3 O-O dxe4 dxe4 Nd4 Qc7 g3 a6 Bxc6 bxc6 Bg5 Be5 Bxf6 Bxf6 Nb3 Bxb2 Nb1d2 Rd8 Rb1 Qe5 Rxe4 Qxe4 Nxe4 Rxd1+ Rxd1 Bf5 Nd6 Bxc2 Rd2 Bxb3 Rxb2 Bd5 Nf5 g6 Ne7+ Kg7 Nxd5 cxd5 Kg2 d4 Rc2 d3 Rd2 Rd8 Kf3 a5 Ke3 Re8+ Kxd3 Re1 Kc2 Rh1 f3 h5 h4 Kh6 Rd5 Rg1 Rxa5 Rxg3 Ra3 g5 hxg5+ Kxg5 Rd3 h4 f4+ Kxf4 Rxg3 Kxg3
Rated Classical game;1-0;2012.12.31;23:21:14;1492;1525;B50;Sicilian Defense;1560+30;Checkmate;e4 c5 Nf3 d6 h3 Nc6 d4 cxd4 Nxd4 e5 Nxc6 bxc6 Nc3 Nf6 Bc4 Rb8 Rb1 Nxe4 Nxe4 d5 Bxd5 cxd5 Nc3 Bb7 O-O Qd7 f4 d4 Ne2 Qd5 Kf2 f6 fxe5 fxe5 Ke1 Bb4+ c3 d3 cxb4 Qxg2 Qxd3 Be4 Qd6 Rd8 Qxe5+ Kd7 Rf7+ Kc8 Qc7#
Rated Classical game;0-1;2012.12.31;23:24:11;1347;1519;B01;Scandinavian Defense;300+5;Time forfeit;e4 d5 e5 d4 Nf3 Nc6 c3 d3 Na3 f6 exf6 Nxf6 Qa4 Qd5
Rated Blitz game;1-0;2012.12.31;23:23:14;1162;1244;A00;Van't Kruijs Opening;420+0;Checkmate;e3 d5 b3 e5 Bb2 Qg5 g3 Nf6 Bh3 Nc6 Qf3 Bb4 c3 O-O Ne2 Bg4 Qg2 Bxe2 Kxe2 Bxc3 Bxc3 d4 Ba5 Rae8 Bxc7 dxe3 dxe3 Qxe3+ Kxe3 Nd4 Qxb7 Nc2+ Kf3 Nxa1 Bd6 e4+ Kg2 Nc2 Bxf8 Kxf8 Rc1 Ne3+ Kg1 Kg8 Qxa7 h6 Qxe3 Ng4 Bxg4 g6 Rc7 f5 Qa7 h5 Rg7+ Kf8 Rf7+ Kg8 Rg7+ Kf8 Be2 f4 Bc4 e3 Rf7+ Kg8 Qc5 exf2+ Kxf2 Kh8 Qc7 fxg3+ Kxg3 Kg8 Rg7+ Kf8 Rg8#
Rated Classical game;1-0;2012.12.31;23:22:12;1627;1633;A40;English Defense;180+15;Checkmate;d4 b6 c4 e6 Nc3 Bb7 a3 g6 h3 Bg7 Nf3 Bxf3 exf3 Qf6 Be2 Qxd4 Qxd4 Bxd4 O-O Bxc3 bxc3 Ne7 Bd3 f5 Be3 c5 Rab1 Nbc6 Bh6 Na5 a4 Nec6 g4 Ne5 Be2 O-O-O Bg7 Rhg8 Bxe5 d6 Bf6 Rdf8 g5 e5 Rbd1 Kc7 Rd3 f4 Rfd1 Nb7 Rd3d2 Rf7 Bd3 Na5 Kf1 Nb3 Re2 Na5 Be4 Nxc4 Bd5 Rxf6 Bxg8 Rf5 Bxc4 Rxg5 Red2 Rf5 Rxd6 e4 Rd7+ Kb8 Rd8+ Kc7 Rd1d7+ Kc6 Bb5#
Rated Blitz game;0-1;2012.12.31;23:25:46;1360;1722;D04;Queen's Pawn Game: Colle System, Anti-Colle;240+0;Time forfeit;d4 d5 Nf3 Nf6 e3 Bf5 Nh4 Bg6 Nxg6 hxg6 Bd3 e6 Qe2 Bd6 Nd2 c5 c3 c4 Bc2 Nc6 e4 dxe4 Nxe4 e5 Nxf6+ gxf6 Qxc4 Qc7 Bb3 Na5 Ba4+ Nc6 d5 a6 dxc6 b5 Bxb5 axb5 Qxb5 Rb8 Qa6 Kf8 Be3 Kg7 O-O-O Ra8 b4 Rxa6
Rated Classical game;0-1;2012.12.31;23:26:10;1769;1799;C52;Italian Game: Evans Gambit, Lasker Defense;300+8;Resignation;e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bc5 O-O d6 d4 Bb6 Ba3 exd4 cxd4 Bg4 Nc3
Rated Blitz game;1-0;2012.12.31;23:08:52;1533;1712;B10;Caro-Kann Defense;300+0;Checkmate;e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 Nc3 e6 Be2 Bd6 O-O Nf6 Bg5 O-O Qd2 Be7 Rfe1 Qc7 Bf4 Qd7 Bb5 a6 Ba4 b5 Bb3 Qa7 Nh4 Qd7 Bh6 gxh6 Qxh6 Ne4 Nxe4 dxe4 Rxe4 f5 Rxe6 Kh8 Nxf5 Rxf5 Rae1 Bf8 Qh3 Rg5 Re1e4 Qg7 g3 Bxe6 Bxe6 Re8 d5 Ne5 f4 Nf3+ Kh1 Rg6 f5 Rg5 Kg2 Nd4 c3 Nxe6 dxe6 Bd6 g4 Qf6 Qd3 Bb8 Qd7 Qh6 e7 Qxh2+ Kf3 Qg3+ Ke2 Qg2+ Kd1 Qxe4 Qxe8+ Rg8 Qf7 Qxg4+ Kc2 Qg2+ Kb3 a5 e8=Q a4+ Ka3 Bd6+ b4 axb3+ Kxb3 Rxe8 Qxe8+ Kg7 Qd7+ Kh6 Qxd6+ Kg5 f6 Qf3 Qe5+ Kg6 Qxb5 Qxf6 a4 Qe6+ Ka3 Qd6+ Qb4 Qd3 a5 h5 Qb6+ Kg5 Qc5+ Kg4 Kb4 Qb1+ Kc4 Qa2+ Kd3 Qb1+ Kc4 Qa2+ Kd4 Qd2+ Kc4 Qa2+ Kb5 Qb3+ Qb4+ Qxb4+ Kxb4 h4 a6 h3 a7 h2 a8=Q h1=B Qxh1 Kf4 c4 Kg3 Qe1+ Kf3 Qd2 Ke4 Qc3 Kf4 Qd3 Ke5 c5 Ke6 c6 Ke5 c7 Ke6 Qd4 Ke7 c8=Q Kf7 Qd6 Kg7 Qcc7+ Kg8 Qdd8#
Rated Classical game;0-1;2012.12.31;23:25:04;1744;1773;C00;French Defense: Horwitz Attack;540+0;Resignation;e4 e6 b3 d6 Bb2 e5 g3 Nf6 Bh3 Bxh3 Nxh3 Nxe4 f3 Nc5 d4 exd4 Bxd4 Qe7+ Qe2 Qxe2+ Kxe2 Ne6 Bc3 Nc6 Re1 Ncd4+ Bxd4 Nxd4+ Kd3+ Ne6 Nf4 Kd7 Nc3 Ng5 Re3 g6 h4 Ne6 Nxe6 fxe6 Ne4 Bg7 Rd1 Rhf8 f4 b6 Ng5 e5 fxe5 Bxe5 Nxh7 Rf2 Ng5 Rg2 Ne4 Rf8 Kc4 Rxc2+ Kd3 Rxa2 Kc4 Rc2+ Nc3 a6 Kd3 Rxc3+ Ke4 Rxe3+ Kxe3 Bxg3 Rh1 c5 h5 g5 h6 Bh4 Ra1 a5 Ke4 Rh8 Kf5 Rxh6 b4 cxb4 Ke4 Re6+ Kd5 Re5+ Kc4 b5+ Kb3 Re3+ Ka2 a4 Rd1 g4 Rg1 g3 Rg2 Rf3 Rg1 Rf2+ Kb1 g2 Rxg2 Rxg2
Rated Bullet game;0-1;2012.12.31;23:26:03;1720;1865;B02;Alekhine Defense: John Tracy Gambit;60+1;Resignation;e4 Nf6 Nf3 Nxe4 Nc3 Nxc3 dxc3 e6 Bg5 Be7 h4 O-O Bc4 d5 Bd3 c5 b3 Nc6 Qd2 e5 Be2 e4 Nh2 h6 Bxe7 Qxe7 O-O-O Be6 Bg4 Rad8 Qe2 Qxh4 Bxe6 fxe6 Ng4 Qg5+ Kb2 Ne5 Nxe5 Qxe5 f3 d4 fxe4 dxc3+ Kb1 Qc7 Qe3 Qa5 Rde1 b5 Qxc5 Rc8 Qd4 Qa3
Rated Bullet game;0-1;2012.12.31;23:28:33;1871;1714;A00;Van Geet Opening;60+1;Checkmate;Nc3 c5 d3 g6 e4 Bg7 f4 Nc6 Nf3 e6 Be3 Nge7 Qe2 Qb6 Na4 Qa5+ Nc3 d6 Bd2 b5 Nd5 Qd8 Nxe7 Qxe7 O-O-O b4 d4 Nxd4 Nxd4 Bxd4 Qb5+ Bd7 Qb7 O-O Bb5 Rfd8 Bxd7 Qxd7 Qxd7 Rxd7 c3 bxc3 Bxc3 Bxc3 bxc3 Rad8 Kc2 d5 e5 d4 c4 Rb8 Rb1 Rdb7 Rxb7 Rxb7 Rc1 Kf8 Kd3 Ke7 Rc2 Kd7 Ke4 Ke7 g4 f6 exf6+ Kxf6 h4 h6 g5+ hxg5 hxg5+ Ke7 Ke5 Rb1 Re2 d3 Rd2 Re1+ Re2 Rxe2#
Rated Bullet game;0-1;2012.12.31;23:28:46;1500;1511;A40;Mikenas Defense;60+0;Checkmate;d4 Nc6 e3 d5 Bd3 Bf5 Bd2 e6 Nf3 Bxd3 cxd3 Bb4 e4 Bxd2+ Kxd2 dxe4 dxe4 Nxd4 Nc3 Nxf3+ Ke2 Nd4+ Ke3 Nc2+ Qxc2 Qd6 Qa4+ c6 Qb3 O-O-O Rad1 Qc5+ Rd4 Qxd4+ Kf3 Qf6+ Ke3 g5 f3 Qf4+ Ke2 Qd2+ Kf1 Qc1+ Kf2 Qd2+ Kg3 Qf4+ Kf2 Rd2+ Kf1 Qe3 Qb4 Qf2#
Rated Blitz game;1-0;2012.12.31;23:28:48;1179;1223;A00;Van't Kruijs Opening;420+0;Checkmate;e3 d5 b3 e5 Bb2 Nf6 g3 Nc6 Bg2 Bf5 Na3 Bd6 Nb5 O-O c4 dxc4 bxc4 a6 Nc3 Bc5 Nf3 Bd3 Ng5 e4 Nd5 h6 Nh3 Kh8 Bc3 Bb4 Bxb4 a5 Bxf8 Qxf8 Nxc7 Qb4 Nxa8 Qxc4 Rc1 Ng4 Rxc4 Bxc4 Nc7 Nce5 Ne8 Nd3+ Kf1 Nb2+ Kg1 Nxd1 Bxe4 Ndxf2 Bf5 Bd5 Nd6 Bxh1 Nxf7+ Kg8 Be6 Nxh3+ Kxh1 Nhf2+ Kg2 Kf8 Kf3 h5 Kf4 Nd3+ Kg5 Nc5 Kxh5 Nxe6 Kxg4 Kxf7 d4 Ke7 d5 Nc5 Kf4 Nd3+ Ke4 Nc1 Ke5 Kd7 d6 Nxa2 h4 Nc3 g4 Ne2 g5 a4 h5 a3 h6 gxh6 gxh6 a2 h7 a1=Q+ Kf5 Qe5+ Kg6 Qg7+ Kxg7 Nf4 h8=Q Kxd6 Qh4 b6 Qxf4+ Kc6 Qb4 b5 e4 Kd7 e5 Kd8 Qe4 b4 Qxb4 Ke8 e6 Kd8 Qe4 Ke8 e7 Kd7 e8=Q+ Kc7 Qe4e6 Kb7 Qe8e7+ Kb8 Qg8#
Rated Classical game;1-0;2012.12.31;23:29:30;1341;1290;C55;Italian Game: Two Knights Defense, Open Variation;300+5;Resignation;e4 e5 Nf3 Nc6 Bc4 Nf6 d4 d5 dxe5 Nxe4 Bb5 Bd7 e6 Bxe6 Bxc6+ bxc6 Kf1 Bc5 Ne5 Nxf2 Qe2 Nxh1 Nxc6 Qd6 Qb5 Qf4+ Bxf4 O-O Qxc5 Rae8 Nc3 Bf5 Re1 Re6 Rxe6 Bxe6 Ne7+ Kh8 Qxc7 Rc8
Rated Blitz game;1-0;2012.12.31;23:30:54;1511;1430;A10;English Opening;420+0;Checkmate;c4 d6 e4 Nf6 Nc3 e5 Nf3 Be6 d3 Be7 h3 c5 Be2 Nc6 a3 Qa5 Bd2 Qb6 Rb1 Nd4 Nxd4 exd4 Nd5 Nxd5 exd5 Bd7 Bg4 f5 Bh5+ g6 Bf3 O-O-O Qe2 Rhe8 O-O Bg5 Qd1 f4 a4 Bh6 a5 Qc7 Qc2 Bf5 b4 g5 b5 b6 axb6 axb6 Ra1 Kd7 Ra6 Ra8 Qa4 Bxd3 Rxa8 Rxa8 Qxa8 Bxc4 Re1 Bxb5 Qe8#
Rated Bullet game;1-0;2012.12.31;23:30:58;1577;1331;D02;Queen's Gambit Refused: Baltic Defense;60+0;Checkmate;d4 d5 c4 Bf5 Bf4 dxc4 e3 e6 Bxc4 Bd6 Qa4+ c6 Bxd6 b5 Qb4 bxc4 Bf8 Ne7 Bxg7 Rg8 Bf6 Rg6 Bxe7 Qc7 Bf8 Na6 Qa3 Rb8 Nd2 Nb4 O-O-O e5 Nxc4 Kxf8 Nd6 Qxd6 Qxa7 Rxg2 Nh3 Rxf2 Nxf2 Bg6 Ng4 h6 Nxh6 Bh5 Rhg1 Bxd1 Rf1 exd4 Qxf7#
Rated Classical game;0-1;2012.12.31;23:31:06;1472;1504;B30;Sicilian Defense: Nyezhmetdinov-Rossolimo Attack;1560+30;Resignation;e4 c5 Nf3 Nc6 Bb5 d6 c3 Bd7 d4 cxd4 cxd4 Qa5+ Nc3 Rc8 d5 Nb8 Bxd7+ Nxd7 Bd2 Ngf6 Qc2 Qa6 Nd4 g6 Qb3 Bg7 Ndb5 O-O O-O Ne8 Rac1 Nc7 Nxc7 Rxc7 Na4 Rxc1 Rxc1 b5 Nc3 Qb7 Nxb5 Rc8 Nxa7 Rxc1+ Bxc1 Qxa7 Be3 Qa5 h3 Be5 Kf1 Nc5 Qb8+ Kg7 a3 Nd3 b4 Qa4 Ke2 Qc2+ Bd2 Bc3
Rated Classical game;1/2-1/2;2012.12.31;23:31:18;1725;1785;C02;French Defense: Advance Variation #2;360+6;Draw;e4 e6 d4 d5 e5 c5 c3 Ne7 f4 Nbc6 Bb5 Bd7 Bxc6 Bxc6 Nf3 cxd4 cxd4 Nf5 Nc3 Bb4 O-O O-O g4 Nh4 a3 Nxf3+ Qxf3 Bxc3 bxc3 Rc8 Bd2 Bb5 Rf2 Bc4 f5 a5 g5 b5 h4 exf5 Qxf5 Qe7 h5 Rc6 h6 gxh6 gxh6 Rg6+ Kh1 Qh4+ Rh2 Qg3 Qf2 Qd3 Rg1 Qc2 Rhg2 Bd3 Rg3 f6 Rxg6+ hxg6 e6 Be4+ Kh2 Bf5 e7 Re8 Qe2 Rxe7 Qxe7 Qxd2+ Rg2 Qxh6+ Kg1 Qf8 Qb7 Qd6 Qa8+ Kf7 Qb7+ Qd7 Qb6 Be4 Rf2 Qg4+ Kf1 Qh3+ Ke1 Qe3+ Kf1 Bd3+ Kg1 Qg3+ Rg2 Qe1+ Kh2 Qh4+ Kg1 Qe1+ Kh2 Qh4+ Kg1 Qe1+ Kh2 Qh4+ Kg1 Qe1+
Rated Bullet game;0-1;2012.12.31;23:31:51;1729;1856;B10;Caro-Kann Defense;60+0;Resignation;e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 Nc3 Bf5 Bg5 Nf6 Bb5 a6 Ba4 b5 Bb3 e6 O-O Bd6 Qe1 h6 Bh4 O-O Ne5 Nxd4 Rd1 Nxb3 cxb3 Be7 Nc6 Qc7 Nxe7+ Qxe7 Nxd5 Nxd5 Rxd5 Qxh4 Rd7 e5 Qxe5 Bxd7
Rated Classical game;0-1;2012.12.31;23:32:14;1668;1907;B07;Rat Defense: Antal Defense;420+9;Resignation;d4 d6 e4 Nd7 Bb5 c6 Bc4 e5 d5 Ngf6 Bg5 h6 Bh4 c5 Qf3 a6 a4 Qb6 b3 Qa5+ Nd2 b5 Be2 Be7 Bxf6 Bxf6 Qh3 Bg5 Nf3 Nf6 Qg3 Nxe4 Rd1 Nxg3 fxg3 Be3 Nh4 bxa4 Nf5 Bxf5 bxa4 Bxc2 Ra1 Qxd2+ Kf1 Bd3 Re1 Rb8
Rated Bullet game;1-0;2012.12.31;23:33:24;1856;1729;B27;Sicilian Defense: Hyperaccelerated Dragon;60+0;Time forfeit;e4 c5 Nf3 g6 Bc4 Bg7 O-O e6 d4 Ne7 d5 exd5 exd5 d6 Re1 O-O Bg5 f6 Bf4 g5 Bg3 Nf5 h4 Nxg3 fxg3 h6 Qd3 Nd7 Qg6 Ne5 Rxe5 fxe5 hxg5 Bf5 Qh5 e4 gxh6 exf3 hxg7 f2+ Kf1 Rf7 Nc3
Rated Bullet game;0-1;2012.12.31;23:34:10;1856;1786;A40;Englund Gambit;60+0;Resignation;d4 e5 c4 exd4 Qxd4 Nc6 Qd1 d6 Nc3 Nf6 Nf3 Be7 a3 Bf5 Bg5 O-O e3 d5 cxd5 Nxd5 Nxd5 Bxg5 Nxg5 Qxg5 Nxc7 Rad8 Nd5 Be4 Bc4 Bxd5 Qc2 Qxg2 O-O-O Be4 Bd3 Bxd3 Rxd3 Qxh1+ Rd1 Rxd1+ Qxd1 Qxd1+
Rated Classical game;1-0;2012.12.31;23:34:23;1351;1542;B01;Scandinavian Defense;300+5;Resignation;e4 d5 e5 d4 d3 Qd5 Nf3 h6 c3 dxc3 Nxc3 Qc6 d4 Bg4 Be2 Qg6 Nd5 Na6 Nh4 O-O-O Nxg6 fxg6 Bxg4+
Rated Blitz game;1-0;2012.12.31;23:33:32;1695;1757;B22;Sicilian Defense: Alapin Variation;240+0;Time forfeit;e4 c5 c3 g6 d4 cxd4 cxd4 Bg7 Nf3 e6 Nc3 Ne7 Bc4 a6 O-O b5 Bb3 Bb7 Be3 d5 e5 b4 Ne2 a5 Ba4+ Nd7 Qd3 Ba6 Bb5 Bxb5 Qxb5 O-O a3 Nf5 axb4 Nxe3 fxe3 Nb6 bxa5 Nc4 a6 Qd7 Qxd7
Rated Blitz game;0-1;2012.12.31;23:35:21;1421;1520;B00;Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation;420+0;Checkmate;e4 Nc6 d4 e5 d5 Nce7 Nc3 Ng6 Bd3 Bb4 a3 Bxc3+ bxc3 d6 Be3 Nf6 c4 Bd7 Nf3 Bg4 O-O Qd7 Be2 Nf4 Bxf4 Nh5 h3 Bxh3 Bxe5 Bxg2 Bxg7 Bxf1 Bxf1 Qg4+ Bg2 Qxg7 Rb1 Nf4 Nh4 O-O-O Qf3 Nxg2 Nxg2 Rhg8 Kf1 Qd4 Qh3+ Kb8 Qxh7 Qxc4+ Ke1 Qxc2 Rd1 Rxg2 Qxf7 Rg1#
Rated Classical game;0-1;2012.12.31;23:34:59;1556;1525;C22;Center Game: Berger Variation;480+8;Resignation;e4 e5 d4 exd4 Qxd4 Nc6 Qe3 Nf6 Nc3 a6 Nd5 h6 Nxf6+ Qxf6 Bd2 Be7 Bc3 Qg6 Rd1 O-O g3 Bb4 Bd3 Bxc3+ bxc3 Qf6 Bc4 d6 f3 b5 Bd5 Bb7 Nh3 Rab8 Bxc6 Bxc6 Nf4 b4 Nh5 Qe5 Nf4 bxc3 Ne2 Rb2 Nxc3 Rxc2 Rc1 Rxc1+ Qxc1 Bd7 Nd5 c6 Nb6 Qa5+ Kd1 Qxb6 Qd2 Qb1+ Qc1 Qxc1+ Kxc1 c5 Rd1 Bh3 Rxd6 Bg2 Rd3 c4 Rc3 Rc8 Kd2 Bf1 Ke1 Bd3 e5 Rc5 f4 g5 Kf2 Kg7 Kf3 Kg6 fxg5 hxg5 g4 Rxe5 a3 f6 h3 f5 gxf5+ Kxf5 Kg3 Re3+ Kh2 Kf4 Kg2 Rg3+ Kh2 Kf3
Rated Bullet game;0-1;2012.12.31;23:35:47;1722;1863;B35;Sicilian Defense: Dragon Variation, Modern Bc4 Variation;60+0;Time forfeit;e4 c5 Nf3 d6 Nc3 Nc6 d4 cxd4 Nxd4 g6 Be3 Bg7 Bc4 Nf6 Bb3 O-O Qd3 Nb4 Qe2 Ng4 O-O-O a5 h3 Nxe3 Qxe3 Bd7 a3 Nc6 Nxc6 Bxc6 f4 b5 Rhe1 b4
Rated Bullet game;0-1;2012.12.31;23:34:22;1270;1646;A40;English Defense #2;60+0;Checkmate;d4 b6 e3 Bb7 Bd3 a6 Nf3 g6 e4 c6 d5 b5 dxc6 Bxc6 e5 e6 Ng5 f6 f3 fxg5 Be4 Bxe4 fxe4 g4 Qd6 Bxd6 exd6 h5 Rf1 h4 Rf4 h3 gxh3 g3 hxg3 Rxh3 Rg4 Rh1+ Kf2 Qb6+ Kf3 Rf1+ Kg2 Qg1+ Kh3 Qh1#
Rated Bullet game;1-0;2012.12.31;23:36:30;1649;1242;A01;Nimzo-Larsen Attack: Classical Variation;60+0;Checkmate;b3 d5 Bb2 e5 a4 f5 a5 c5 a6 bxa6 e3 d4 exd4 cxd4 Bd3 e4 Bf1 d3 cxd3 exd3 Bxd3 Qxd3 Qe2+ Kd7 Qxd3+ Ke7 Qe3+ Kd7 Qd3+ Ke7 Ba3+ Kf6 Qc3+ Kg5 Bxf8 Nf6 Bxg7 Bb7 Qxf6+ Kf4 Qe5+ Kg4 Bxh8 Bxg2 h3+ Kh4 Qg3+ Kh5 Qxg2 a5 Qxa8 Nd7 Qxa7 Nf6 Qf7+ Kg5 h4+ Kg4 f3+ Kf4 Kf2 Nd5 Ne2#
Rated Bullet game;1-0;2012.12.31;23:37:20;1871;1627;C41;Philidor Defense #3;60+0;Resignation;e4 e5 Nf3 d6 Bc4 Nf6 Nc3 h6 d4 Be7 dxe5 dxe5 Qxd8+ Bxd8 Nxe5 Nbd7 Nxf7 Rf8 Nxd8 Kxd8 O-O Ne5 Bb3 Bg4 Bf4 Re8 f3 Bh5 Rad1+ Ke7 Bxe5
Rated Classical game;1-0;2012.12.31;23:30:49;1514;1550;D30;Queen's Gambit Declined;480+0;Checkmate;d4 d5 c4 e6 c5 c6 b4 a5 a3 axb4 e3 Qa5 Bd2 Nd7 Bxb4 Qa7 Nf3 Ngf6 Be2 h6 O-O b6 cxb6 Qxb6 Bxf8 Nxf8 Nc3 Nf8d7 Rb1 Qc7 Rb3 Ng4 g3 g5 Qd2 Ndf6 Ne1 e5 dxe5 Qxe5 Qd4 Qxd4 exd4 Ne4 Nxe4 dxe4 Bxg4 Bxg4 Ng2 Be6 Rb7 Rxa3 Rb8+ Ke7 Rxh8 Bc4 Rc1 Bd5 Ne3 Bb3 Rxc6 Ra1+ Kg2 Ba4 Rcxh6 Bb5 Rh5 g4 Re5+ Kd6 Rxb5 Ke6 Rh6+ Ke7 Re5+ Kd7 Rxe4 f5 Re5 Ra8 Rxf5 Ke7 Rb5 Kd7 Rbb6 Rc8 Nxg4 Ke7 Rb7+ Kd8 Rh8#
Rated Bullet game;1-0;2012.12.31;23:35:50;1799;1634;B21;Sicilian Defense: McDonnell Attack;60+0;Time forfeit;e4 c5 f4 d5 exd5 Qxd5 Nc3 Qd8 d3 e6 Be3 Nf6 Be2 b6 Qd2 Nc6 O-O-O Bd7 d4 cxd4 Bxd4 Nxd4 Qxd4 Be7 Bb5 Bxb5 Qxd8+ Rxd8 Rxd8+ Bxd8 Nxb5 a6 Nd6+ Ke7 Nc4 b5 Ne3 Rg8 Ne2 Bb6 Nd1 g5 f5 e5 Re1 Nd7 g4 f6 h3 h6 Ne3 Bxe3+ Kb1 Nc5 Nc3 Bd4 Nd5+ Kd6 Nxf6 Rf8 Nh5 Bf2 Re2 Bh4 b3 e4 Ng7 Kd5 Rd2+ Ke5 b4 Be1 Re2 Bxb4 Kb2 a5 a3 Na4+ Kb3 Bc3 Re3 Rc8 Ne6 Rc4 Rxc3 Rxc3+ Ka2 Rxc2+ Kb1 Rh2 Kc1 Rxh3 Nf8 Rxa3 Ng6+ Kf6 Nf8 Ra2 Nd7+
Rated Bullet game;0-1;2012.12.31;23:36:49;1749;1843;B40;Sicilian Defense: French Variation;60+0;Time forfeit;e4 c5 Nf3 e6 Be2 d5 exd5 exd5 d4 Nf6 dxc5 Bxc5 O-O Be7 h3 O-O Bf4 Nc6 c3 Bd6 Bxd6 Qxd6 Nbd2 Bf5 Nb3 Bg6 Bd3 Nh5 Nbd4 Nxd4 cxd4 Be4 Bxe4 dxe4 Ne5 Nf4 Qg4 Ne6 Rad1 f6 Nc4 Qd5 Ne3 Qg5 Qxe4 Nf4 d5 Nxh3+ Kh2 Nf4 g3 Qh5+ Kg1 Nh3+ Kg2 f5 Qh4 Qxh4 gxh4 Nf4+ Kf3 Nh5 Rg1 g6 d6 Nf6 d7 Rad8 Nc4 Rxd7 Rxd7 Nxd7 Rd1 Nc5 Rd5 Ne6 Rd6 Nc7 Rd7 Nb5 Nd6 Nd4+
